action_id,inspection_id,incident_id,action_description,action_description_hindi,assigned_to,assigned_date,due_date,completion_date,status,priority,verification_required,verified_by,verification_date,delay_reason
CA-00495,INS-JH-001-0136,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-11-19,2023-12-05,,In Progress,High,False,,,
CA-00496,INS-OD-001-3403,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-01-31,2023-02-11,,Escalated,High,False,,,
CA-00497,INS-JH-001-2851,INC-JH-001-296,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-11-08,2023-12-25,2023-12-23,Completed,Low,True,Sita Devi,2023-12-24,
CA-00498,INS-OD-001-1011,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-01-12,2023-03-02,2023-02-28,In Progress,Medium,True,Sita Devi,2023-03-01,
CA-00499,INS-JH-001-0622,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-08-22,2023-10-17,2023-10-22,Open,Medium,True,Rajesh Kumar,2023-10-23,
CA-00500,INS-JH-001-4638,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-10-13,2023-10-20,2023-10-18,Completed,Medium,True,Rajesh Kumar,2023-10-19,
CA-00501,INS-OD-001-0764,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-06-05,2023-06-19,,Escalated,Low,False,,,
CA-00502,INS-JH-002-3355,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-04-27,2023-06-23,2023-06-25,Completed,Low,True,Sita Devi,2023-06-26,
CA-00503,INS-JH-002-1867,INC-OD-001-095,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-11-11,2023-12-27,2024-01-02,In Progress,Medium,True,Sita Devi,2024-01-03,
CA-00504,INS-JH-002-2766,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-10-09,2023-10-28,2023-11-05,In Progress,Critical,True,Sita Devi,2023-11-06,
CA-00505,INS-JH-001-3024,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-10-10,2023-10-21,,Completed,High,False,,,
CA-00506,INS-JH-001-3858,INC-JH-002-232,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-08-07,2023-09-10,2023-09-19,Open,Low,True,Sita Devi,2023-09-20,
CA-00507,INS-JH-001-0277,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-01-11,2023-02-17,,Escalated,High,False,,,
CA-00508,INS-JH-002-4334,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-11-15,2024-01-14,2024-01-09,Open,Critical,True,Sita Devi,2024-01-10,
CA-00509,INS-JH-001-3514,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-06-12,2023-07-04,,Overdue,High,False,,,Waiting for approval
CA-00510,INS-JH-002-2438,INC-JH-001-133,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-05-02,2023-06-26,2023-06-29,Overdue,Medium,True,Rajesh Kumar,2023-06-30,Parts not available
CA-00511,INS-JH-001-4890,INC-JH-001-300,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-04-27,2023-06-07,2023-06-09,In Progress,High,True,Sita Devi,2023-06-10,
CA-00512,INS-JH-001-2613,INC-JH-001-294,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-08-25,2023-10-01,2023-10-10,Open,Medium,True,Sita Devi,2023-10-11,
CA-00513,INS-JH-001-3214,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-02-23,2023-03-09,,Escalated,Critical,False,,,
CA-00514,INS-JH-001-4432,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-12-29,2024-02-07,2024-02-07,Rejected,Medium,False,,,
CA-00515,INS-JH-001-3693,INC-JH-001-164,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-01-27,2023-03-13,2023-03-21,In Progress,High,False,,,
CA-00516,INS-JH-002-3345,INC-OD-001-203,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-01-01,2023-02-03,2023-01-29,In Progress,High,True,Rajesh Kumar,2023-01-30,
CA-00517,INS-OD-001-4268,INC-OD-001-234,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-11-23,2024-01-04,,Overdue,Low,False,,,Equipment unavailability
CA-00518,INS-OD-001-0220,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-07-30,2023-09-18,2023-09-16,Overdue,Critical,True,Rajesh Kumar,2023-09-17,Parts not available
CA-00519,INS-OD-001-3608,INC-JH-001-291,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-04-25,2023-06-22,2023-06-18,Open,Medium,True,Sita Devi,2023-06-19,
CA-00520,INS-JH-002-3671,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-06-12,2023-06-21,,Open,Medium,False,,,
CA-00521,INS-OD-001-2407,INC-JH-002-062,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-07-03,2023-07-13,,Overdue,Low,False,,,Waiting for approval
CA-00522,INS-OD-001-0255,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-09-21,2023-10-12,2023-10-11,Overdue,Medium,True,Rajesh Kumar,2023-10-12,Equipment unavailability
CA-00523,INS-JH-001-1184,INC-JH-001-164,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-03-30,2023-04-09,2023-04-17,Escalated,Critical,True,Sita Devi,2023-04-18,
CA-00524,INS-JH-002-3789,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-08-18,2023-09-03,2023-08-29,Overdue,Critical,False,,,Parts not available
CA-00525,INS-OD-001-3673,INC-OD-001-299,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-12-23,2024-01-08,2024-01-09,Open,High,False,,,
CA-00526,INS-JH-001-4570,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-04-12,2023-04-24,2023-04-29,Overdue,Low,True,Rajesh Kumar,2023-04-30,Waiting for approval
CA-00527,INS-OD-001-1615,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-02-26,2023-04-04,2023-04-10,Rejected,Low,True,Rajesh Kumar,2023-04-11,
CA-00528,INS-JH-002-3095,INC-JH-002-035,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-03-09,2023-04-07,2023-04-03,Overdue,High,True,Rajesh Kumar,2023-04-04,Waiting for approval
CA-00529,INS-JH-001-3922,INC-JH-001-215,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-10-08,2023-10-27,,Escalated,High,False,,,
CA-00530,INS-JH-002-0504,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-06-10,2023-07-24,2023-07-21,Open,Critical,True,Sita Devi,2023-07-22,
CA-00531,INS-JH-002-3578,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-09-08,2023-10-22,,In Progress,Low,False,,,
CA-00532,INS-OD-001-1654,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-04-15,2023-05-27,2023-06-03,Completed,High,False,,,
CA-00533,INS-JH-001-0865,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-10-27,2023-11-14,2023-11-23,Escalated,Medium,False,,,
CA-00534,INS-OD-001-3646,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-10-01,2023-11-08,2023-11-15,Open,Low,False,,,
CA-00535,INS-JH-001-4369,INC-JH-001-134,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-02-10,2023-02-24,2023-03-06,Open,Medium,True,Sita Devi,2023-03-07,
CA-00536,INS-JH-001-1478,INC-JH-001-005,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-05-14,2023-06-16,2023-06-24,Completed,Critical,True,Sita Devi,2023-06-25,
CA-00537,INS-JH-001-2323,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-02-01,2023-02-21,2023-02-24,Rejected,Critical,False,,,
CA-00538,INS-JH-002-2975,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-02-10,2023-04-02,,Rejected,Critical,False,,,
CA-00539,INS-JH-002-0613,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-12-09,2023-12-24,,In Progress,Low,False,,,
CA-00540,INS-OD-001-0681,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-05-04,2023-07-01,2023-06-27,In Progress,Medium,True,Sita Devi,2023-06-28,
CA-00541,INS-JH-002-1446,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-02-13,2023-04-10,2023-04-07,In Progress,High,False,,,
CA-00542,INS-OD-001-1864,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-10-30,2023-11-24,2023-11-28,Rejected,Medium,True,Rajesh Kumar,2023-11-29,
CA-00543,INS-JH-002-3897,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-04-07,2023-04-24,2023-04-29,Overdue,Low,True,Sita Devi,2023-04-30,Parts not available
CA-00544,INS-JH-002-4634,INC-JH-002-277,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-03-22,2023-04-27,2023-04-23,Completed,Low,True,Rajesh Kumar,2023-04-24,
CA-00545,INS-OD-001-0760,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-02-16,2023-03-19,2023-03-23,Completed,High,False,,,
CA-00546,INS-OD-001-1542,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-05-20,2023-06-27,,Open,High,False,,,
CA-00547,INS-OD-001-3044,INC-OD-001-139,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-03-26,2023-04-05,,In Progress,Low,False,,,
CA-00548,INS-JH-001-4398,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-03-14,2023-04-05,2023-04-15,Escalated,Critical,True,Sita Devi,2023-04-16,
CA-00549,INS-JH-002-1623,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-02-21,2023-04-04,2023-04-09,Rejected,Low,True,Sita Devi,2023-04-10,
CA-00550,INS-JH-001-4783,INC-OD-001-159,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-08-02,2023-09-30,,Open,Low,False,,,
CA-00551,INS-OD-001-0033,INC-OD-001-139,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-01-24,2023-03-16,,Open,Critical,False,,,
CA-00552,INS-OD-001-2174,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-12-20,2024-01-21,,Open,Critical,False,,,
CA-00553,INS-OD-001-3049,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-07-21,2023-08-01,2023-08-05,Open,High,False,,,
CA-00554,INS-JH-002-4157,INC-OD-001-011,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-06-27,2023-07-14,2023-07-10,Escalated,Low,False,,,
CA-00555,INS-JH-002-2967,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-08-19,2023-09-30,,Open,Medium,False,,,
CA-00556,INS-JH-002-0196,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-04-10,2023-05-20,2023-05-19,Escalated,Medium,True,Rajesh Kumar,2023-05-20,
CA-00557,INS-OD-001-1019,INC-JH-001-258,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-02-11,2023-03-31,2023-04-10,Completed,Low,False,,,
CA-00558,INS-JH-002-2065,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-03-26,2023-05-06,2023-05-09,In Progress,Medium,True,Sita Devi,2023-05-10,
